1 1 9 112.462 25.730 0.112 0.112 0.110 0.105 0.095 0.093 0.106 0.140 0.132 0.132 0.044 0.044 0.045 0.039 0.024 0.019 0.012 0.010 0.006 0.006 0.245 0.245 0.270 0.240 0.264 0.284 0.291 0.255 0.181 0.181 0.118 0.118 0.116 0.110 0.099 0.096 0.110 0.144 0.136 0.136 0.290 0.290 0.320 0.280 0.300 0.320 0.330 0.300 0.210 0.210 1072876.563 1072876.563 1096480.101 1153155.410 1258722.529 1293645.181 1292389.677 1111056.749 1204941.064 1204941.064 1.552 1.552 1.701 1.761 1.903 1.955 1.973 1.735 1.698 1.698 1.155 1.155 1.274 1.336 1.485 1.539 1.553 1.302 1.296 1.296 2.398 2.398 2.605 2.645 2.744 2.781 2.807 2.647 2.527 2.527 0.139 0.139 0.144 0.158 0.192 0.206 0.207 0.152 0.170 0.170
2 1 9 112.453 25.731 0.112 0.112 0.110 0.105 0.095 0.093 0.106 0.140 0.132 0.132 0.044 0.044 0.045 0.039 0.024 0.019 0.012 0.010 0.006 0.006 0.245 0.245 0.270 0.240 0.264 0.284 0.291 0.255 0.181 0.181 0.118 0.118 0.116 0.110 0.099 0.096 0.110 0.144 0.136 0.136 0.290 0.290 0.320 0.280 0.300 0.320 0.330 0.300 0.210 0.210 1072876.563 1072876.563 1096480.101 1153155.410 1258722.529 1293645.181 1292389.677 1111056.749 1204941.064 1204941.064 1.552 1.552 1.701 1.761 1.903 1.955 1.973 1.735 1.698 1.698 1.155 1.155 1.274 1.336 1.485 1.539 1.553 1.302 1.296 1.296 2.398 2.398 2.605 2.645 2.744 2.781 2.807 2.647 2.527 2.527 0.139 0.139 0.144 0.158 0.192 0.206 0.207 0.152 0.170 0.170
3 1 14 112.443 25.732 0.112 0.112 0.110 0.124 0.116 0.111 0.108 0.154 0.145 0.145 0.039 0.039 0.034 0.038 0.024 0.021 0.016 0.012 0.006 0.006 0.238 0.238 0.240 0.251 0.258 0.261 0.281 0.300 0.178 0.178 0.117 0.117 0.116 0.130 0.121 0.115 0.112 0.159 0.150 0.150 0.280 0.280 0.280 0.300 0.300 0.300 0.320 0.360 0.210 0.210 1082452.071 1082452.071 1095140.742 1111218.991 1189069.421 1244506.214 1279286.070 1119028.661 1211326.327 1211326.327 1.698 1.698 1.721 1.724 1.830 1.889 1.876 1.735 1.703 1.703 1.266 1.266 1.287 1.295 1.401 1.466 1.469 1.305 1.302 1.302 2.620 2.620 2.642 2.629 2.712 2.745 2.689 2.640 2.529 2.529 0.141 0.141 0.145 0.147 0.170 0.186 0.199 0.152 0.171 0.171
4 1 14 112.434 25.733 0.127 0.127 0.125 0.139 0.130 0.124 0.133 0.183 0.173 0.173 0.038 0.038 0.033 0.038 0.023 0.020 0.015 0.012 0.006 0.006 0.234 0.234 0.236 0.247 0.254 0.257 0.272 0.290 0.172 0.172 0.133 0.133 0.131 0.145 0.135 0.129 0.138 0.189 0.178 0.178 0.280 0.280 0.280 0.300 0.300 0.300 0.320 0.360 0.210 0.210 1090017.102 1090017.102 1102569.336 1118553.567 1195557.796 1250392.016 1290301.590 1133850.247 1224096.853 1224096.853 1.703 1.703 1.726 1.729 1.834 1.893 1.883 1.745 1.713 1.713 1.272 1.272 1.292 1.300 1.406 1.471 1.478 1.317 1.314 1.314 2.621 2.621 2.643 2.630 2.712 2.745 2.690 2.642 2.533 2.533 0.142 0.142 0.146 0.148 0.171 0.187 0.201 0.154 0.173 0.173
5 1 14 112.425 25.733 0.142 0.142 0.140 0.139 0.130 0.124 0.133 0.183 0.173 0.173 0.037 0.037 0.033 0.038 0.023 0.020 0.015 0.012 0.006 0.006 0.230 0.230 0.232 0.247 0.254 0.257 0.272 0.290 0.172 0.172 0.149 0.149 0.146 0.145 0.135 0.129 0.138 0.189 0.178 0.178 0.280 0.280 0.280 0.300 0.300 0.300 0.320 0.360 0.210 0.210 1097582.134 1097582.134 1109997.931 1118553.567 1195557.796 1250392.016 1290301.590 1133850.247 1224096.853 1224096.853 1.708 1.708 1.730 1.729 1.834 1.893 1.883 1.745 1.713 1.713 1.277 1.277 1.298 1.300 1.406 1.471 1.478 1.317 1.314 1.314 2.622 2.622 2.643 2.630 2.712 2.745 2.690 2.642 2.533 2.533 0.143 0.143 0.146 0.148 0.171 0.187 0.201 0.154 0.173 0.173
6 1 14 112.415 25.734 0.127 0.127 0.125 0.124 0.116 0.111 0.108 0.154 0.145 0.145 0.038 0.038 0.033 0.038 0.024 0.021 0.016 0.012 0.006 0.006 0.234 0.234 0.236 0.251 0.258 0.261 0.281 0.300 0.178 0.178 0.133 0.133 0.131 0.130 0.121 0.115 0.112 0.159 0.150 0.150 0.280 0.280 0.280 0.300 0.300 0.300 0.320 0.360 0.210 0.210 1090017.102 1090017.102 1102569.336 1111218.991 1189069.421 1244506.214 1279286.070 1119028.661 1211326.327 1211326.327 1.703 1.703 1.726 1.724 1.830 1.889 1.876 1.735 1.703 1.703 1.272 1.272 1.292 1.295 1.401 1.466 1.469 1.305 1.302 1.302 2.621 2.621 2.643 2.629 2.712 2.745 2.689 2.640 2.529 2.529 0.142 0.142 0.146 0.147 0.170 0.186 0.199 0.152 0.171 0.171
1 2 9 112.463 25.739 0.112 0.112 0.110 0.124 0.115 0.111 0.108 0.139 0.145 0.145 0.039 0.039 0.034 0.038 0.033 0.021 0.016 0.013 0.005 0.005 0.238 0.238 0.240 0.251 0.256 0.261 0.281 0.305 0.178 0.178 0.117 0.117 0.116 0.130 0.121 0.115 0.112 0.144 0.150 0.150 0.280 0.280 0.280 0.300 0.300 0.300 0.320 0.360 0.210 0.210 1082452.071 1082452.071 1095140.742 1111218.991 1196102.686 1244506.214 1279286.070 1111617.869 1210680.774 1210680.774 1.698 1.698 1.721 1.724 1.812 1.889 1.876 1.730 1.704 1.704 1.266 1.266 1.287 1.295 1.390 1.466 1.469 1.299 1.303 1.303 2.620 2.620 2.642 2.629 2.679 2.745 2.689 2.639 2.532 2.532 0.141 0.141 0.145 0.147 0.169 0.186 0.199 0.152 0.171 0.171
2 2 9 112.454 25.740 0.142 0.142 0.140 0.139 0.129 0.124 0.133 0.168 0.159 0.159 0.037 0.037 0.033 0.038 0.032 0.020 0.015 0.012 0.005 0.005 0.230 0.230 0.232 0.247 0.252 0.257 0.272 0.295 0.175 0.175 0.149 0.149 0.146 0.145 0.135 0.129 0.138 0.174 0.164 0.164 0.280 0.280 0.280 0.300 0.300 0.300 0.320 0.360 0.210 0.210 1097582.134 1097582.134 1109997.931 1118553.567 1202514.613 1250392.016 1290301.590 1126439.454 1217073.209 1217073.209 1.708 1.708 1.730 1.729 1.816 1.893 1.883 1.740 1.710 1.710 1.277 1.277 1.298 1.300 1.395 1.471 1.478 1.311 1.309 1.309 2.622 2.622 2.643 2.630 2.680 2.745 2.690 2.641 2.534 2.534 0.143 0.143 0.146 0.148 0.170 0.187 0.201 0.153 0.172 0.172
3 2 14 112.444 25.740 0.142 0.142 0.139 0.133 0.121 0.131 0.131 0.183 0.173 0.173 0.043 0.043 0.044 0.038 0.033 0.018 0.012 0.009 0.006 0.006 0.236 0.236 0.261 0.232 0.254 0.272 0.283 0.242 0.172 0.172 0.150 0.150 0.146 0.140 0.127 0.136 0.136 0.189 0.178 0.178 0.290 0.290 0.320 0.280 0.300 0.320 0.330 0.300 0.210 0.210 1088212.551 1088212.551 1111308.486 1166764.971 1277566.753 1309527.595 1303120.336 1133307.625 1224096.853 1224096.853 1.564 1.564 1.711 1.770 1.890 1.963 1.978 1.749 1.713 1.713 1.168 1.168 1.286 1.347 1.480 1.551 1.561 1.320 1.314 1.314 2.405 2.405 2.608 2.647 2.708 2.779 2.805 2.650 2.533 2.533 0.140 0.140 0.146 0.159 0.194 0.209 0.210 0.154 0.173 0.173
4 2 14 112.435 25.741 0.142 0.142 0.140 0.139 0.130 0.124 0.133 0.183 0.173 0.173 0.037 0.037 0.033 0.038 0.023 0.020 0.015 0.012 0.006 0.006 0.230 0.230 0.232 0.247 0.254 0.257 0.272 0.290 0.172 0.172 0.149 0.149 0.146 0.145 0.135 0.129 0.138 0.189 0.178 0.178 0.280 0.280 0.280 0.300 0.300 0.300 0.320 0.360 0.210 0.210 1097582.134 1097582.134 1109997.931 1118553.567 1195557.796 1250392.016 1290301.590 1133850.247 1224096.853 1224096.853 1.708 1.708 1.730 1.729 1.834 1.893 1.883 1.745 1.713 1.713 1.277 1.277 1.298 1.300 1.406 1.471 1.478 1.317 1.314 1.314 2.622 2.622 2.643 2.630 2.712 2.745 2.690 2.642 2.533 2.533 0.143 0.143 0.146 0.148 0.171 0.187 0.201 0.154 0.173 0.173
5 2 14 112.426 25.742 0.156 0.156 0.155 0.167 0.157 0.150 0.146 0.197 0.186 0.186 0.037 0.037 0.032 0.036 0.023 0.020 0.015 0.012 0.006 0.006 0.226 0.226 0.228 0.239 0.246 0.249 0.268 0.285 0.170 0.170 0.164 0.164 0.162 0.175 0.163 0.156 0.152 0.203 0.192 0.192 0.280 0.280 0.280 0.300 0.300 0.300 0.320 0.360 0.210 0.210 1105147.165 1105147.165 1117426.525 1133222.719 1208534.548 1262163.620 1295809.350 1141261.039 1230482.116 1230482.116 1.713 1.713 1.735 1.738 1.842 1.900 1.886 1.750 1.718 1.718 1.283 1.283 1.304 1.312 1.417 1.480 1.483 1.323 1.320 1.320 2.624 2.624 2.644 2.632 2.712 2.744 2.690 2.642 2.536 2.536 0.143 0.143 0.147 0.150 0.173 0.189 0.202 0.155 0.174 0.174
